model,kind,priority,parse,parent,element_count,face_count,explicit_uv_faces,auto_uv_faces,uv_problem_count,uv_problems,fractional_uv_faces,rotation_element_count,texture_slot_count,texture_refs,missing_texture_count,exact_original_texture_refs,adapted_or_new_texture_refs,builtin_entity,explicit_display_contexts,comparison_basis,status,problems
item/arcane_crafting_terminal.json,item,P1,OK,thaumcraft:block/arcane_crafting_terminal,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/arcane_pattern_encoder.json,item,P1,OK,thaumcraft:block/arcane_pattern_encoder,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/arcane_pattern_provider.json,item,P1,OK,thaumcraft:block/arcane_pattern_provider,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/arcane_pedestal.json,item,P1,OK,thaumcraft:block/arcane_pedestal,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/arcane_stone.json,item,P1,OK,thaumcraft:block/arcane_stone,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/arcane_stone_bricks.json,item,P1,OK,thaumcraft:block/arcane_stone_bricks,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/arcane_workbench.json,item,P1,OK,thaumcraft:block/arcane_workbench,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/aspect_aer.json,item,P2,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/aspect_aer,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/aspect_aqua.json,item,P2,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/aspect_aqua,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/aspect_ignis.json,item,P2,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/aspect_ignis,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/aspect_metallum.json,item,P2,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/aspect_metallum,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/aspect_ordo.json,item,P2,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/aspect_ordo,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/aspect_perditio.json,item,P2,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/aspect_perditio,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/aspect_praecantatio.json,item,P2,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/aspect_praecantatio,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/aspect_terra.json,item,P2,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/aspect_terra,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/aspect_vitreus.json,item,P2,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/aspect_vitreus,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/aura_node.json,item,P0,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/aura_node_debug,0,0,1,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/aura_node_aer.json,item,P0,OK,thaumcraft:block/aura_node_aer,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/aura_node_aqua.json,item,P0,OK,thaumcraft:block/aura_node_aqua,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/aura_node_ignis.json,item,P0,OK,thaumcraft:block/aura_node_ignis,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/aura_node_ordo.json,item,P0,OK,thaumcraft:block/aura_node_ordo,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/aura_node_perditio.json,item,P0,OK,thaumcraft:block/aura_node_perditio,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/aura_node_terra.json,item,P0,OK,thaumcraft:block/aura_node_terra,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/avaritia_creative_wand.json,item,P0,OK,minecraft:builtin/entity,0,0,0,0,0,,0,0,1,particle=thaumcraft:item/avaritia_creative_wand,0,0,1,True,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,STATIC_RISK_DYNAMIC_RENDERER,
item/awakened_crimson_key.json,item,P0,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/awakened_crimson_key,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/balanced_shard.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/balanced_shard,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/bellows.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/tc4/tc4_block_bellows,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/bottomless_pouch.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/bottomless_pouch,0,0,1,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/cinnabar_ore.json,item,P1,OK,thaumcraft:block/cinnabar_ore,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/coalescence_core.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/coalescence_core,0,0,1,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/crafting_aspect.json,item,P2,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/crafting_aspect,0,0,1,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/creative_essentia_cell.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/creative_essentia_cell,0,0,1,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/crimson_key.json,item,P0,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/crimson_key,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/crimson_plate_boots.json,item,P0,OK,item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/tc4/cultistboots,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/crimson_plate_chest.json,item,P0,OK,item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/tc4/cultistplatechest,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/crimson_plate_helm.json,item,P0,OK,item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/tc4/cultistplatehelm,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/crimson_plate_legs.json,item,P0,OK,item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/tc4/cultistplatelegs,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/crucible.json,item,P1,OK,thaumcraft:block/crucible,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/deconstruction_table.json,item,P1,OK,thaumcraft:block/deconstruction_table,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/diffusion_core.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/diffusion_core,0,0,1,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/digital_essentia_cell_16k.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/digital_essentia_cell_16k,0,0,1,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/digital_essentia_cell_1k.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/digital_essentia_cell_1k,0,0,1,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/digital_essentia_cell_4k.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/digital_essentia_cell_4k,0,0,1,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/digital_essentia_cell_64k.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/digital_essentia_cell_64k,0,0,1,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/distillation_pattern_encoder.json,item,P1,OK,thaumcraft:block/distillation_pattern_encoder,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/eldritch_altar.json,item,P1,OK,thaumcraft:block/eldritch_altar,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/eldritch_cap.json,item,P1,OK,thaumcraft:block/eldritch_cap,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/eldritch_crab_spawner.json,item,P1,OK,thaumcraft:block/eldritch_crab_spawner,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/eldritch_crust.json,item,P1,OK,thaumcraft:block/eldritch_crust,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/eldritch_crystal.json,item,P1,OK,thaumcraft:block/eldritch_crystal,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/eldritch_decorative.json,item,P1,OK,thaumcraft:block/eldritch_decorative,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/eldritch_door.json,item,P1,OK,thaumcraft:block/eldritch_door,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/eldritch_eye.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/eldritch_eye,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/eldritch_guardian_core.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/eldritch_guardian_core,0,0,1,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/eldritch_lock.json,item,P1,OK,thaumcraft:block/eldritch_lock,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/eldritch_obelisk.json,item,P1,OK,thaumcraft:block/eldritch_obelisk,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/eldritch_portal.json,item,P1,OK,thaumcraft:block/eldritch_portal,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/eldritch_relic.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/eldritch_relic,0,1,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,MATCH_STATIC_RESOURCE_CHAIN,
item/eldritch_stone.json,item,P1,OK,thaumcraft:block/eldritch_stone,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/eldritch_trap.json,item,P1,OK,thaumcraft:block/eldritch_trap,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/encoded_essentia_pattern.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/encoded_essentia_pattern,0,0,1,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/essentia_acceleration_card.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/essentia_acceleration_card,0,0,1,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/essentia_capacity_upgrade.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/essentia_capacity_upgrade,0,0,1,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/essentia_cell_casing.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/essentia_cell_casing,0,0,1,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/essentia_cell_workbench.json,item,P1,OK,thaumcraft:block/essentia_cell_workbench,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/essentia_conversion_monitor.json,item,P1,OK,thaumcraft:block/essentia_conversion_monitor,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/essentia_crystalizer.json,item,P1,OK,thaumcraft:block/essentia_crystalizer,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/essentia_digitizer_core.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/essentia_digitizer_core,0,0,1,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/essentia_drive.json,item,P1,OK,thaumcraft:block/essentia_drive,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/essentia_export_bus.json,item,P1,OK,thaumcraft:block/essentia_export_bus,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/essentia_fuzzy_card.json,item,P1,OK,minecraft:item/generated,0,0,0,0,0,,0,0,1,layer0=thaumcraft:item/essentia_fuzzy_card,0,0,1,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/essentia_import_bus.json,item,P1,OK,thaumcraft:block/essentia_import_bus,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/essentia_interface.json,item,P1,OK,thaumcraft:block/essentia_interface,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
item/essentia_jar.json,item,P0,OK,minecraft:builtin/entity,0,0,0,0,0,,0,0,1,particle=thaumcraft:block/tc4/jar_side,0,1,0,True,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,STATIC_RISK_DYNAMIC_RENDERER,
item/essentia_jar_aer.json,item,P0,OK,thaumcraft:block/essentia_jar_aer,0,0,0,0,0,,0,0,0,,0,0,0,False,,Modern JSON has no one-to-one TC4 1.7.10 JSON counterpart; UV parity requires legacy model/TESR source or runtime side-by-side.,ADAPTED_STATIC_VALID,
